flight_id,aircraft_type,zero_fuel_weight_kg,planned_duration_min,planned_altitude_ft,max_altitude_ft,avg_speed_kts,median_speed_kts,std_dev_altitude_ft,duration_climb_min,duration_cruise_min,avg_fuel_flow_climb_kgs,avg_fuel_flow_cruise_kgs,avg_headwind_kts,departure_temperature_c,had_bad_weather,engine_health_modifier,flight_path_deviation_pct,weight_x_wind,alt_x_temp,total_fuel_consumed_kg
FLIGHT_0173,A320,50751,102,39608,39257,446,448,43.3,38.18,28.33,4.57,3.14,16.17,23,1,0.983,1.58,820907.7,910984,20361.15
FLIGHT_0174,A330,137564,469,39876,39798,421,421,126.93,37.52,396.9,7.33,5.06,-7.66,30,0,1.01,0.41,-1054029.98,1196280,136134.45
FLIGHT_0175,A330,176447,634,36013,36296,467,468,141.85,36.72,561.69,8.73,5.97,17.08,28,0,0.991,0.17,3012872.02,1008364,238416.15
FLIGHT_0176,A320,46456,97,38081,37681,455,455,68.22,39.18,22.67,4.9,3.07,26.17,28,0,0.999,2.58,1215912.0,1066268,21977.2
FLIGHT_0177,B777,148314,472,34607,34857,478,477,71.37,36.14,397.98,7.98,5.04,15.69,26,0,1.057,1.97,2327174.7,899782,163491.93
FLIGHT_0178,A320,47184,159,31390,31851,446,445,135.39,33.68,91.44,4.72,3.09,-5.42,26,0,1.005,1.98,-255671.19,816140,27518.41
FLIGHT_0179,B777,177563,325,38103,37721,435,436,48.27,37.61,252.63,8.9,5.69,19.53,27,1,1.003,0.11,3468214.64,1028781,120173.86
FLIGHT_0180,B737,64816,120,40796,41166,430,428,135.13,39.85,41.6,5.09,3.36,5.2,34,0,1.019,2.17,336815.7,1387064,24459.8
FLIGHT_0181,B737,48102,231,40529,40057,433,434,81.18,39.35,153.47,5.04,3.27,12.7,30,1,1.03,0.48,610798.39,1215870,50144.34
FLIGHT_0182,A320,46370,86,35122,35314,426,426,81.17,34.57,20.64,5.16,3.25,-14.12,26,1,1.043,1.06,-654901.75,913172,15579.25
FLIGHT_0183,A330,130746,486,35595,36026,466,465,117.61,35.7,418.55,7.15,4.53,-2.49,28,1,0.988,1.18,-326181.94,996660,129653.22
FLIGHT_0184,A330,167549,402,31407,31745,464,464,111.41,31.69,337.08,8.31,5.5,12.58,34,1,0.996,1.09,2108593.6,1067838,138887.39
FLIGHT_0185,B777,143798,535,38478,37995,444,444,137.24,36.35,466.03,7.36,4.94,7.26,24,0,1.01,1.47,1043830.67,923472,166894.68
FLIGHT_0186,B737,54664,232,32026,32462,460,458,20.14,33.1,167.67,4.79,3.25,10.15,30,1,1.046,1.88,554818.51,960780,50799.83
FLIGHT_0187,B777,139967,657,40689,40997,465,467,94.73,38.25,577.12,7.31,5.03,26.53,27,1,1.01,1.58,3712961.52,1098603,225181.04
FLIGHT_0188,B777,162357,470,33302,33383,427,429,103.44,36.23,400.19,8.45,5.52,10.42,29,1,1.068,0.64,1691279.41,965758,173024.57
FLIGHT_0189,B777,156775,603,40571,40430,403,402,74.42,42.14,521.58,7.84,5.39,29.72,23,1,1.066,1.29,4659903.48,933133,236122.29
FLIGHT_0190,A330,175173,366,36007,36065,451,451,23.7,37.02,294.81,7.81,5.57,11.14,29,1,1.017,1.77,1951613.43,1044203,129815.07
FLIGHT_0191,A330,137238,524,30395,30562,475,477,93.96,29.34,465.36,7.27,4.91,22.15,31,0,0.993,1.96,3039846.99,942245,171048.44
FLIGHT_0192,A320,57468,97,38094,37721,467,468,52.16,39.24,15.31,5.18,3.31,16.85,30,1,0.987,1.72,968362.14,1142820,19560.93
FLIGHT_0193,A330,123375,561,35444,35873,475,477,89.57,37.42,486.83,7.28,4.71,27.15,27,1,1.063,1.0,3349082.52,956988,193190.64
FLIGHT_0194,B777,179836,602,34330,34603,445,443,133.53,31.66,536.45,8.7,5.86,17.18,26,1,1.016,1.49,3089074.76,892580,231138.32
FLIGHT_0195,A320,63767,138,30988,31081,425,426,53.03,30.36,80.71,5.19,3.37,14.28,25,0,0.986,0.85,910854.32,774700,29741.87
FLIGHT_0196,A330,140536,581,36486,36056,466,465,52.68,37.99,505.08,7.47,5.15,16.74,22,1,0.993,2.8,2352507.46,802692,194420.68
FLIGHT_0197,B777,168477,539,37205,36997,463,465,119.74,39.25,461.52,8.23,5.65,4.21,27,1,0.981,2.17,709905.26,1004535,183604.56
FLIGHT_0198,A330,131108,429,39186,38754,422,422,90.49,36.52,356.77,7.25,4.79,23.17,26,1,0.982,1.45,3037619.08,1018836,135488.4
FLIGHT_0199,B777,162007,317,36360,36453,408,410,118.59,37.19,242.05,8.78,5.51,12.75,30,0,1.044,1.29,2066315.6,1090800,115039.42
FLIGHT_0200,A320,58128,197,35153,35248,443,444,59.61,36.82,127.18,5.16,3.39,-2.79,22,1,1.02,1.72,-162016.21,773366,39485.87
FLIGHT_0201,B777,139052,677,33510,33325,434,433,26.57,33.64,608.64,7.26,4.92,22.41,23,0,0.991,0.16,3116810.44,770730,217612.26
FLIGHT_0202,A320,47301,191,34692,34713,414,415,20.84,32.24,128.54,4.59,3.05,-7.05,28,1,1.046,2.68,-333461.34,971376,34503.85
FLIGHT_0203,B737,46581,175,35631,35771,421,422,53.41,32.82,108.54,4.58,3.06,12.38,27,0,1.02,0.26,576860.79,962037,34584.04
FLIGHT_0204,B777,148564,501,39225,39039,414,414,133.1,37.97,425.58,7.44,5.22,3.28,27,1,1.04,2.88,487804.14,1059075,167281.39
FLIGHT_0205,A320,45766,126,35620,35780,436,436,71.2,37.85,54.3,4.55,3.17,1.56,22,0,1.003,0.41,71341.06,783640,23061.22
FLIGHT_0206,A320,57017,156,35928,36182,478,479,95.31,37.27,85.31,4.84,3.43,18.81,34,0,1.002,1.38,1072474.7,1221552,35070.59
FLIGHT_0207,B777,129032,417,36524,36647,430,431,93.88,34.06,347.75,6.95,4.86,-19.49,29,0,1.059,0.2,-2515199.64,1059196,112445.58
FLIGHT_0208,B777,147945,326,35914,36333,472,470,52.96,37.46,249.64,7.62,5.1,8.88,25,0,1.039,2.09,1313373.3,897850,106651.17
FLIGHT_0209,B777,142517,667,36437,36162,448,450,117.59,34.66,595.27,7.87,5.09,-0.75,32,1,1.006,2.4,-107500.08,1165984,207164.79
FLIGHT_0210,A320,47237,165,31482,31154,455,456,81.29,29.03,105.64,4.62,3.25,20.08,27,1,1.012,1.95,948755.71,850014,36353.01
FLIGHT_0211,B777,155529,709,33760,33455,473,475,90.44,35.43,637.67,8.09,5.3,8.12,28,0,0.999,0.49,1263044.23,945280,232542.19
FLIGHT_0212,B777,176512,446,40952,41221,431,433,26.49,43.36,363.44,8.62,5.56,-3.31,32,0,1.051,2.39,-584039.0,1310464,156636.86
FLIGHT_0213,A330,169721,356,33667,33201,468,470,49.49,31.99,293.57,8.57,5.57,13.47,22,0,1.053,2.71,2285501.13,740674,134338.09
FLIGHT_0214,A320,50473,161,30680,31001,450,451,142.07,33.18,97.74,5.01,3.19,29.29,25,0,1.002,2.76,1478128.93,767000,38041.83
FLIGHT_0215,B737,51966,75,35618,35184,467,466,126.66,34.1,8.6,4.86,3.26,0.11,33,1,0.993,1.45,5573.89,1175394,13381.63
FLIGHT_0216,B777,133620,463,32688,32881,468,468,96.9,30.9,402.91,7.05,4.83,-15.31,25,0,1.002,2.9,-2045075.76,817200,125677.21
FLIGHT_0217,A330,162370,314,30475,30649,404,405,24.04,29.13,253.82,8.94,5.59,-12.92,27,0,1.042,1.45,-2098602.11,822825,102609.97
FLIGHT_0218,A330,167007,558,31858,31793,439,439,130.74,30.1,497.83,8.64,5.56,-5.8,30,1,1.056,2.89,-969458.62,955740,195036.48
FLIGHT_0219,A320,48912,176,40178,40005,403,401,87.36,39.42,96.14,4.89,3.32,1.01,31,0,1.023,1.24,49212.54,1245518,34140.39
FLIGHT_0220,A320,63084,128,34581,34781,473,474,137.72,36.28,57.7,5.05,3.48,24.35,26,1,0.981,1.88,1536060.0,899106,29297.57
FLIGHT_0221,B777,173084,559,39439,39849,462,461,113.44,40.79,478.99,8.77,5.68,-18.18,30,0,1.026,1.76,-3146318.43,1183170,181329.51
FLIGHT_0222,B777,126110,379,31993,32233,402,402,85.66,34.71,310.95,6.56,4.65,26.07,32,0,0.981,0.23,3288073.36,1023776,116076.65
FLIGHT_0223,B737,51698,198,40756,40308,455,456,88.7,43.01,116.16,4.69,3.3,24.57,28,1,1.001,0.64,1270000.49,1141168,44572.36
FLIGHT_0224,B777,161746,586,33737,33664,401,403,43.38,34.94,516.75,8.18,5.44,-8.97,24,0,1.033,0.95,-1451339.9,809688,188426.95
FLIGHT_0225,A320,54869,133,33446,33828,415,414,28.58,32.4,66.2,4.75,3.18,24.03,26,1,1.039,2.14,1318462.71,869596,29956.19
FLIGHT_0226,B737,54214,140,36180,36146,432,433,88.37,38.49,63.01,4.92,3.22,26.7,29,0,1.043,2.99,1447541.58,1049220,33003.5
FLIGHT_0227,B737,48264,195,34112,34049,453,452,56.46,36.48,121.0,5.04,3.28,-18.12,33,0,1.06,1.28,-874588.52,1125696,34085.09
FLIGHT_0228,A320,51063,187,33931,34153,416,415,91.53,33.34,118.3,4.62,3.22,0.42,27,1,1.042,0.39,21277.69,916137,35831.89
FLIGHT_0229,A320,46299,217,34403,34114,451,450,139.85,36.09,147.7,4.81,3.23,-1.12,29,0,0.991,2.43,-51708.93,997687,40596.29
FLIGHT_0230,A330,160234,425,37858,37855,441,440,125.67,35.68,353.64,8.0,5.46,20.16,34,1,1.01,2.32,3230417.43,1287172,154056.61
FLIGHT_0231,B737,56690,108,39639,39274,415,415,113.34,41.98,26.07,4.64,3.08,10.65,28,0,1.015,0.06,603925.77,1109892,20284.45
FLIGHT_0232,A330,128380,357,31185,31242,431,429,93.88,32.33,293.42,7.55,4.85,21.36,25,0,1.01,1.14,2741818.24,779625,115982.28
FLIGHT_0233,B777,172017,450,30935,30544,430,431,45.08,32.62,388.37,8.21,5.63,14.58,26,1,1.059,2.92,2508220.33,804310,173820.46
FLIGHT_0234,A320,59085,233,38883,38848,415,417,28.79,37.27,158.79,5.13,3.57,0.94,34,1,0.998,1.01,55328.08,1322022,48552.36
FLIGHT_0235,B737,45903,61,34509,34438,409,410,131.49,32.24,0.0,4.78,3.1,18.0,31,0,1.015,2.94,826225.71,1069779,13059.66
FLIGHT_0236,A320,53780,234,33397,33512,426,424,57.1,35.4,165.43,4.82,3.3,1.13,23,0,1.018,0.44,60622.93,768131,46215.76
FLIGHT_0237,A330,170896,407,40822,40394,421,420,55.1,41.9,323.29,7.94,5.6,10.2,28,0,0.994,2.87,1743350.0,1143016,141853.89
FLIGHT_0238,B777,140003,456,37452,37634,446,444,116.18,37.66,378.67,7.42,5.0,10.91,31,0,1.01,1.76,1527583.46,1161012,144072.09
FLIGHT_0239,B777,158762,544,33915,33769,474,473,110.65,36.64,470.25,8.06,5.45,28.91,24,0,1.016,1.08,4589601.1,813960,203337.78
FLIGHT_0240,B777,136928,480,30660,31005,471,471,125.13,29.26,424.41,6.98,4.83,-4.6,26,1,1.058,2.4,-629401.34,797160,145150.18
FLIGHT_0241,A330,179102,524,38550,38431,431,431,81.57,40.78,444.73,9.05,5.88,-1.69,22,0,1.04,0.26,-303117.43,848100,189380.81
FLIGHT_0242,A320,61367,204,33447,33579,431,433,31.19,33.39,134.69,4.73,3.37,19.45,32,0,1.041,0.5,1193816.21,1070304,46640.64
FLIGHT_0243,A330,163730,390,40597,40937,431,432,81.07,39.32,315.65,8.02,5.48,-10.05,27,1,1.019,2.43,-1644894.14,1096119,125109.78
FLIGHT_0244,B777,154517,371,35515,35137,469,469,111.43,37.27,296.01,8.28,5.3,12.99,28,1,1.057,1.1,2006484.27,994420,131074.58
FLIGHT_0245,A320,60123,142,32394,32876,458,457,49.37,34.76,70.07,4.83,3.26,15.47,28,1,1.018,2.28,929836.53,907032,30610.36
FLIGHT_0246,A320,51031,197,32226,32061,416,415,129.4,31.08,137.57,5.03,3.24,8.39,33,0,1.022,0.02,428109.39,1063458,40854.03
FLIGHT_0247,A320,46308,227,38634,38557,467,466,131.14,39.01,152.39,4.93,3.11,24.61,33,0,1.039,1.05,1139561.21,1274922,52669.11
FLIGHT_0248,A320,61192,62,35544,35534,440,439,117.11,34.97,0.0,5.17,3.43,13.35,23,1,1.018,1.66,816707.76,817512,14478.02
FLIGHT_0249,A320,58861,181,36202,36055,409,407,146.43,35.93,106.74,5.09,3.29,16.58,29,0,1.05,0.5,975826.15,1049858,40198.4
FLIGHT_0250,A330,130369,405,36683,36454,475,476,142.35,37.48,331.37,6.99,4.71,0.01,33,1,0.994,0.55,1587.11,1210539,112535.27
FLIGHT_0251,A320,60758,121,38785,39247,458,458,148.99,40.2,44.6,5.39,3.49,-10.83,26,1,0.989,1.9,-657813.63,1008410,22781.17
FLIGHT_0252,B777,153921,580,37082,36699,479,478,123.95,36.03,509.93,8.12,5.31,-19.96,33,0,1.036,0.71,-3071714.01,1223706,172159.29
FLIGHT_0253,B777,146278,349,34654,35150,420,420,90.85,31.69,287.06,7.35,5.07,-12.08,26,1,1.042,0.06,-1766482.4,901004,101873.43
FLIGHT_0254,B737,53147,171,40284,40180,413,412,93.66,39.55,90.32,5.15,3.31,-0.33,31,1,1.058,0.19,-17283.71,1248804,34514.63
FLIGHT_0255,A330,176077,644,30398,30672,476,477,125.6,28.64,588.84,8.75,5.73,11.97,32,1,1.027,2.63,2107156.24,972736,243589.59
FLIGHT_0256,B737,57384,145,40718,40854,440,439,31.11,42.98,59.63,4.74,3.25,28.8,33,0,1.052,1.6,1652394.18,1343694,34500.92
FLIGHT_0257,A320,58964,142,34854,34616,423,423,23.58,33.54,74.87,5.12,3.48,0.09,30,1,0.996,1.78,5387.82,1045620,28382.96
FLIGHT_0258,A330,140537,394,34648,35061,449,449,29.25,37.11,317.81,7.63,5.23,-0.81,34,1,1.011,0.61,-113234.06,1178032,121106.94
FLIGHT_0259,B777,129694,492,36276,36399,409,408,107.06,36.6,420.18,7.09,4.73,28.96,27,0,1.009,0.41,3756530.6,979452,161341.49
FLIGHT_0260,A330,166497,315,32057,31607,450,450,61.97,30.99,251.97,8.25,5.45,17.66,32,1,1.056,2.17,2940142.31,1025824,117590.67
FLIGHT_0261,A320,52532,126,38295,38257,451,452,86.57,39.05,45.41,5.07,3.22,-9.29,31,0,1.005,0.53,-488040.15,1187145,20774.57
FLIGHT_0262,B777,155397,367,33507,33170,457,456,120.38,31.15,306.9,8.0,5.38,15.81,28,1,0.998,1.94,2456115.14,938196,127747.77
FLIGHT_0263,A320,63244,90,37478,37379,417,416,41.23,38.5,9.9,5.34,3.44,-6.45,34,0,1.032,1.05,-408010.5,1274252,16277.2
FLIGHT_0264,A320,54403,171,38121,37840,415,415,147.52,36.28,99.76,4.65,3.11,-5.26,25,1,1.005,1.66,-286141.15,953025,30154.67
FLIGHT_0265,A330,153310,589,35610,35942,453,453,100.32,36.09,520.67,8.35,5.34,-15.72,32,1,1.001,0.04,-2409716.73,1139520,174155.03
FLIGHT_0266,B777,162467,579,34027,34388,471,470,66.98,31.98,512.54,7.92,5.47,21.41,31,0,1.019,2.97,3478351.37,1054837,214622.49
FLIGHT_0267,A330,140632,562,36291,36773,459,460,88.33,35.17,496.09,7.71,4.96,0.64,31,0,1.066,0.47,90190.0,1125021,178673.71
FLIGHT_0268,B777,161141,485,31770,31988,427,428,31.92,29.59,427.72,7.9,5.47,-8.45,23,0,1.055,0.43,-1362346.52,730710,159589.31
FLIGHT_0269,B777,159744,700,37173,37358,418,420,64.26,35.27,628.7,8.13,5.45,-9.86,34,0,1.016,1.95,-1574383.76,1263882,223915.81
FLIGHT_0270,B777,157998,383,35823,35474,458,458,135.92,37.19,305.97,7.85,5.18,-5.17,29,1,1.037,1.09,-817141.87,1038867,119064.41
FLIGHT_0271,A330,123419,689,33802,33856,442,440,116.52,31.31,628.38,6.79,4.73,-6.95,28,0,1.037,0.89,-857804.49,946456,194517.58
FLIGHT_0272,B777,132912,677,37265,37632,442,443,57.41,35.64,606.91,7.38,4.71,-10.51,29,1,0.99,0.61,-1397451.0,1080685,178725.96
FLIGHT_0273,B777,124537,449,40688,40716,434,434,94.9,42.97,364.93,6.91,4.58,8.08,28,0,1.042,0.28,1006242.47,1139264,131625.95
FLIGHT_0274,A320,62284,83,35806,36257,450,452,82.13,32.88,16.09,5.06,3.59,14.05,28,1,1.021,0.37,875220.44,1002568,17555.46
FLIGHT_0275,A320,56683,176,35180,35071,435,434,75.07,32.82,110.94,4.89,3.43,2.07,29,0,1.015,2.93,117183.71,1020220,36423.68
FLIGHT_0276,A320,63638,204,34238,34030,425,424,107.38,32.61,139.64,5.52,3.46,-4.83,27,1,1.067,2.1,-307510.88,924426,43740.9
FLIGHT_0277,A320,53752,226,35353,35097,450,451,32.12,35.06,153.35,4.87,3.3,2.7,25,1,0.984,0.81,145197.49,883825,43207.73
FLIGHT_0278,A330,170136,335,37844,37344,433,433,82.99,40.55,250.71,8.57,5.58,24.63,22,1,1.006,2.23,4190271.86,832568,123987.91
FLIGHT_0279,B737,48985,116,36439,36032,411,411,111.26,36.21,42.16,4.65,3.22,-16.51,26,0,1.046,1.57,-808692.98,947414,18249.4
FLIGHT_0280,B737,57217,95,40860,40890,427,428,46.35,41.73,15.47,4.98,3.33,11.9,22,1,1.069,1.43,680817.61,898920,21269.24
FLIGHT_0281,B737,49839,212,37750,37672,479,478,125.64,37.54,138.25,4.5,3.16,25.72,23,1,1.045,0.09,1281911.32,868250,48981.01
FLIGHT_0282,A320,55921,214,38711,38661,427,429,48.92,40.7,130.38,4.58,3.11,-0.67,31,0,1.017,2.85,-37328.4,1200041,38911.97
FLIGHT_0283,B777,130030,547,34406,34263,438,438,144.59,35.66,476.69,7.04,4.78,3.47,33,0,1.04,1.84,451187.1,1135398,165966.52
FLIGHT_0284,B777,128866,406,37037,37104,453,452,148.31,36.89,331.81,7.16,4.78,4.37,24,1,1.048,1.59,563477.36,888888,124214.31
FLIGHT_0285,A320,62012,125,40767,40412,428,429,61.98,41.77,40.9,5.32,3.46,-10.49,22,1,0.984,0.4,-650346.09,896874,21828.29
FLIGHT_0286,A320,50548,124,35345,35036,440,440,56.7,32.67,60.06,4.84,3.12,-11.44,30,1,1.013,1.95,-578286.17,1060350,21221.78
FLIGHT_0287,A320,55695,228,31396,31106,475,474,25.69,30.33,168.31,5.37,3.45,-14.81,32,1,1.016,2.43,-824761.5,1004672,43260.6
FLIGHT_0288,A330,153973,313,38161,38235,473,474,87.02,37.41,235.14,8.46,5.31,18.18,29,1,1.069,2.54,2798996.15,1106669,116268.44
FLIGHT_0289,B777,169166,381,31569,31957,467,465,138.81,33.61,312.4,8.3,5.59,15.71,24,0,1.061,2.32,2657442.72,757656,144620.78
FLIGHT_0290,A330,153346,475,36948,37210,470,469,102.93,35.8,407.16,7.59,5.18,27.78,32,1,0.984,1.75,4259535.61,1182336,165712.47
FLIGHT_0291,B777,177055,708,33592,33724,462,464,69.7,31.08,644.35,8.32,5.88,9.31,26,1,0.989,2.2,1648865.69,873392,258586.22
FLIGHT_0292,B777,120057,680,33898,33654,419,417,130.65,34.74,609.14,6.59,4.63,18.68,33,0,0.995,0.38,2242455.65,1118634,203897.88
FLIGHT_0293,A320,64244,180,35120,34849,445,444,114.87,34.65,108.02,5.37,3.43,6.52,33,0,1.005,2.12,418931.85,1158960,38174.49
FLIGHT_0294,A320,45100,232,38538,38328,455,456,51.09,38.27,157.91,4.64,2.99,20.56,30,1,1.035,2.73,927305.66,1156140,50989.83
FLIGHT_0295,B737,46606,90,40598,41080,442,440,122.11,39.14,12.48,4.5,3.14,24.55,26,1,1.064,0.34,1144432.24,1055548,19272.24
FLIGHT_0296,B777,140078,557,39290,39169,414,412,70.84,38.52,481.18,7.73,5.0,21.0,32,0,1.003,1.47,2941705.08,1257280,185427.95
FLIGHT_0297,B777,147196,575,36827,37233,441,442,53.77,37.11,502.19,7.26,5.06,-19.82,26,1,1.043,0.98,-2917160.9,957502,162706.67
FLIGHT_0298,A330,132826,334,35000,35046,461,462,142.16,34.85,266.47,7.32,4.85,16.14,28,0,0.983,1.59,2143163.29,980000,103587.6
FLIGHT_0299,B777,136829,615,40335,39951,436,438,111.57,38.82,540.43,7.31,4.88,-12.65,26,0,1.001,2.25,-1730699.79,1048710,170263.24
FLIGHT_0300,B777,174889,681,35832,35471,428,429,124.47,36.16,612.8,8.86,5.74,12.92,22,1,1.009,1.69,2258967.79,788304,252832.5
FLIGHT_0301,A320,58426,74,31682,31509,439,441,96.98,34.2,7.52,4.76,3.37,6.73,29,0,1.024,2.52,393310.98,918778,14735.04
FLIGHT_0302,B737,47835,165,32597,32593,460,458,143.73,35.1,96.06,4.54,2.99,8.81,31,1,1.041,1.09,421405.84,1010507,32591.8
FLIGHT_0303,A320,61869,124,38357,38733,462,461,132.77,37.24,52.83,5.15,3.39,-13.49,23,1,1.03,2.58,-834878.54,882211,23168.49
FLIGHT_0304,B777,156669,372,37540,37670,440,442,47.15,34.86,301.35,7.77,5.3,-5.85,34,0,1.032,0.94,-916873.81,1276360,115970.95
FLIGHT_0305,B737,62818,227,31713,31227,413,411,118.84,33.49,157.78,5.21,3.49,-3.86,23,1,1.013,2.42,-242730.17,729399,45953.6
FLIGHT_0306,B777,149887,527,35053,35510,422,421,22.54,35.67,455.7,8.13,5.15,20.6,24,0,1.068,2.62,3086983.06,841272,194240.47
FLIGHT_0307,A330,178740,328,35484,35337,470,468,138.4,35.34,256.31,8.58,5.95,10.15,28,1,1.06,1.16,1814005.57,993552,127254.39
FLIGHT_0308,B737,63456,222,38428,38309,479,480,69.68,38.04,145.85,4.54,3.24,5.89,27,1,1.022,1.45,373524.42,1037556,44437.48
FLIGHT_0309,A330,138192,309,30982,31257,414,413,73.02,29.21,250.73,8.04,5.1,26.2,27,0,0.989,0.93,3620662.04,836514,104885.31
FLIGHT_0310,A320,59427,85,34412,34244,420,421,32.52,34.66,17.49,5.11,3.46,14.04,23,0,0.995,0.51,834395.33,791476,18056.51
FLIGHT_0311,B737,59027,182,35614,36015,400,398,94.63,38.37,106.46,5.34,3.42,8.23,25,1,1.035,1.95,485577.01,890350,40507.13
FLIGHT_0312,A320,52450,228,37593,37402,477,477,23.59,37.56,153.21,4.7,3.21,3.46,29,1,1.014,2.21,181499.56,1090197,44473.52
FLIGHT_0313,B737,45668,121,31691,31327,410,411,85.72,29.6,63.82,4.42,2.98,29.81,23,1,1.067,2.84,1361436.06,728893,28465.62
FLIGHT_0314,B777,159490,448,30021,29597,400,400,85.27,31.77,386.18,8.28,5.42,12.35,34,1,1.069,1.24,1970352.47,1020714,164680.1
FLIGHT_0315,A330,137620,514,33714,33903,465,467,73.95,33.2,448.77,7.34,4.91,-16.5,34,1,1.013,1.38,-2270572.63,1146276,140672.08
FLIGHT_0316,B737,61641,130,38293,38237,448,448,119.81,37.68,56.16,5.08,3.52,5.92,30,0,1.049,0.3,365092.05,1148790,27476.45
FLIGHT_0317,A330,131024,427,38202,37767,412,410,120.1,38.28,347.1,7.7,4.87,8.15,25,1,1.069,1.5,1067535.48,955050,138593.74
FLIGHT_0318,A330,121795,418,31221,31406,454,452,132.38,29.04,361.59,6.92,4.64,17.78,34,0,0.996,1.34,2165683.51,1061514,127149.15
FLIGHT_0319,A320,59346,81,38298,37854,433,431,136.01,40.52,1.28,5.06,3.36,-6.7,24,1,1.016,1.73,-397357.78,919152,14825.23
FLIGHT_0320,B737,57468,234,33119,32714,428,427,27.27,30.55,170.69,5.09,3.41,4.82,26,1,1.025,1.72,277158.47,861094,49957.69
FLIGHT_0321,A330,150296,314,32227,31879,450,448,138.29,30.53,251.2,7.95,5.21,-14.04,28,1,1.033,1.5,-2110346.35,902356,93910.44
FLIGHT_0322,A320,56920,173,39959,40272,461,460,91.12,38.63,98.18,4.7,3.25,28.85,33,1,1.009,1.56,1641929.14,1318647,40776.52
FLIGHT_0323,B777,142061,428,39605,39260,448,446,32.82,38.11,354.24,6.97,4.95,5.59,22,1,1.042,0.71,794193.69,871310,133258.25
FLIGHT_0324,B737,56118,182,34973,35223,476,478,97.08,37.74,103.62,5.06,3.23,-3.04,24,1,1.032,1.68,-170488.68,839352,34221.86
FLIGHT_0325,B777,176541,702,30055,30121,417,416,125.38,30.93,642.55,8.81,5.76,8.95,22,1,1.053,0.45,1579183.09,661210,264641.08
FLIGHT_0326,A330,120175,310,38604,38166,438,436,84.53,41.41,231.01,7.13,4.66,24.67,24,0,1.033,2.15,2964716.36,926496,101304.66
FLIGHT_0327,B777,178859,422,30865,30366,408,410,95.51,30.11,362.63,8.47,5.76,-7.28,28,0,0.997,2.17,-1302412.46,864220,141286.53
FLIGHT_0328,B777,121021,428,40735,40418,401,400,133.96,40.26,347.12,7.29,4.61,22.0,28,0,1.047,0.98,2662420.06,1140580,137720.12
FLIGHT_0329,A330,139888,646,38611,38176,420,420,32.76,37.83,570.6,7.54,5.0,19.57,34,1,1.059,1.1,2737954.13,1312774,224816.48
FLIGHT_0330,A320,50025,154,32032,32122,415,415,74.86,30.2,95.78,4.96,3.49,4.58,27,1,1.025,0.46,229042.11,864864,32504.64
FLIGHT_0331,A330,139553,354,34615,34321,471,470,127.14,34.48,285.38,7.47,4.83,-4.86,28,1,1.032,1.05,-678924.33,969220,102687.71
FLIGHT_0332,B737,64520,227,33508,33432,420,421,44.51,35.16,156.16,5.09,3.43,24.99,30,1,0.982,0.73,1612107.83,1005240,53121.69
FLIGHT_0333,A330,135875,607,36074,35614,453,454,80.67,34.82,535.14,7.01,4.97,-2.91,23,1,1.027,1.1,-395640.05,829702,181185.69
FLIGHT_0334,A330,121801,601,34828,34548,448,449,87.56,35.93,532.86,6.95,4.82,-15.3,27,0,1.048,1.05,-1863219.45,940356,167411.78
FLIGHT_0335,A320,52966,232,40105,40087,421,421,74.38,38.58,158.44,5.15,3.39,14.93,23,0,1.009,2.06,790639.04,922415,52897.04
FLIGHT_0336,B737,63178,66,39140,39093,445,447,52.33,37.94,0.0,5.13,3.36,3.82,22,1,1.041,2.22,241364.17,861080,15391.56
FLIGHT_0337,A320,50779,123,33810,34141,467,467,138.42,34.5,51.38,4.62,3.02,-2.96,33,0,1.005,2.58,-150481.53,1115730,20899.61
FLIGHT_0338,B737,55218,156,34360,34681,403,401,122.28,33.79,88.44,4.89,3.19,29.73,33,1,1.033,1.71,1641479.63,1133880,37279.37
FLIGHT_0339,B737,53946,184,37486,37295,424,422,30.09,39.49,103.51,4.95,3.34,0.98,26,1,0.993,2.46,53127.08,974636,35826.01
FLIGHT_0340,B737,48066,178,32474,32787,419,418,122.47,34.7,106.07,4.45,3.0,26.07,29,1,0.997,0.82,1252986.15,941746,37346.51
FLIGHT_0341,A320,53236,132,30718,30375,471,470,101.2,28.06,74.16,5.07,3.32,7.69,34,0,1.069,0.28,409389.48,1044412,28573.69
FLIGHT_0342,A320,63731,238,39070,39183,402,401,106.68,37.32,163.92,5.36,3.45,8.19,27,1,1.031,0.84,522188.59,1054890,53402.8
FLIGHT_0343,B777,135993,384,32773,32594,401,399,55.93,35.07,312.07,7.25,4.97,5.22,24,0,0.991,2.66,709855.52,786552,116065.15
FLIGHT_0344,B777,130867,617,32342,32762,432,433,140.62,29.5,556.85,7.79,4.89,-16.78,30,0,0.998,2.87,-2196053.23,970260,168754.9
FLIGHT_0345,B737,62137,155,37776,37726,433,432,76.52,35.36,82.1,5.09,3.4,-10.46,30,0,1.009,2.74,-650151.8,1133280,28138.26
FLIGHT_0346,A320,48518,216,30190,30618,407,406,92.11,30.73,154.62,4.57,3.26,16.57,31,1,1.042,0.04,803979.63,935890,47503.69
FLIGHT_0347,B777,171834,351,31742,31937,412,411,58.65,34.65,279.01,8.09,5.64,-19.65,26,1,1.033,0.7,-3375982.22,825292,108105.55
